,Unnamed: 0,FileName,Abstract,Summary,Precision,Recall,F1_Score,Precision_rouge2,Recall_rouge2,F1_Score_rouge2,Precision_rougel,Recall_rougel,F1_Score_rougel
10,10,S0168874X14001590," This paper deals with the assessment of a refined sinus model for multilayered composite plates in the framework of severe test cases to highlight the interest and limitations of such an approach. The present sinus model is enriched by higher-order terms for both in-plane and transverse displacements, and layer refinement. This kinematics allows us to exactly ensure both (i) the continuity conditions for displacements and transverse shear stresses at the interfaces between layers of a laminated structure, and (ii) the traction-free conditions at the upper and lower surfaces of the plates. The number of unknowns is independent of the number of layers. A C1 6-node triangular finite element implementation is proposed, which does not suffer any numerical pathologies. First, the present approach is assessed on its capability to capture the steep transverse stress gradients occurring in the vicinity of free edges and is also compared with models available in the literature. Then, a highly anisotropic sandwich structure proposed by Meyer-Piening is also addressed for further comparison. ",.. the a function is added in each displacement to introduce the slope discontinuity at the interface between adjacent layers. This allows us to describe the so-called zig-zag effect. the Layer-Wise Models (LWM) that aim at overcoming the restriction of the ESLM. The reader can refer to the works of Pagano [2] and Reddy [5]. The LWM allows us to describe the so-called zig-zag effect. as,0.2331511839708561,0.6580976863753213,0.3443183789862328,0.07017543859649122,0.025477707006369428,0.03738317366189228,0.3111111111111111,0.12727272727272726,0.18064515716961507
11,11,S0168874X14001607," The higher-order gradient plasticity theory is successful in explaining the size effects encountered at the micron and submicron length scale. Due to the incorporation of spatial gradients of one or more internal variables in these theories and the associated non-classical boundary conditions, special types of elements in the finite element method maybe necessary. This makes the numerical implementation of this higher-order theory not straightforward. In this paper, a robust but straightforward numerical implementation of higher-order gradient-dependent plasticity theories is presented. The novelty of this paper is in (1) the application of the meshless methods, particularly the moving weighted least square method, combined with the finite element method for the numerical computation of plastic strain gradients, and (2) the numerical implementation of different types of higher-order microscopic boundary conditions at internal/external surfaces, interfaces, and moving elasticplastic boundaries. The proposed numerical implementation algorithms can be easily adapted in the implementation of any form of higher-order gradient-dependent constitutive models. Examples of applying the current numerical approach is demonstrated for capturing mesh-objective shear band formation and size effect and boundary layer formation in thin films on elastic substrates and metal matrix composites with embedded elastic inclusions through the consideration of stiff, intermediate, and soft interfaces. ","e.g. [1320]; (d) the thickness of porous media; and (e) the grain size in porous media. These results have been convincingly demonstrated through small-scale mechanical testing techniques e.g. Hutchinson et al. e.g. [2137]. In addition, a large number of nonlocal higher-order gradient-dependent plasticity theories have been proposed e.g. [2137]. In addition, the nonlocal yield",0.1804260985352863,0.7150395778364116,0.288145571755896,0.06,0.016304347826086956,0.025641022280663745,0.30952380952380953,0.104,0.15568861898956587
12,12,S0168874X14001619," Laser-assisted machining combines several experimental parameters such as cutting speed, feed rate, depth of cut, laser power and distance between tool rake face and the laser beam axis. The optimization of these parameters is necessary to ensure the efficiency of assistance and to increase productivity. This paper focuses on the understanding of the physical phenomena during laser-assisted machining, and on optimising this process. This contribution is based on an experimental and a numerical study. The experimentalpart highlights the effects of the laser power as well as the distance between the tool rake face and the axis of the laser beam. As for the numerical part, it was performed on the ABAQUS/Explicit software. The proposed model improves the understanding of the physical phenomena of chip formation and the cutting force reduction when machining with laser assistance. In addition, this model allows a better optimization of laser and cutting parameters.Numerical findings generally corroborate experimental results and can lead to some other information difficult to catch experimentally. The main contention in the paper is that the distance between the axis of the laser beam and the tool rake face is the most important parameter that controls the reduction of the cutting force. This cutting force reduction can exceed 50%. ",the microstructure of the finished surface was not affected. a reduction in tool wear. a reduction in tool wear. a laser beam a titanium alloy Ti6Al4V. a laser beam a laser beam.....  low density and corrosion resistance... a reduction in tool wear. a reduction in tool wear....... This model,0.1659259259259259,0.7671232876712328,0.272838973194512,0.06896551724137931,0.011695906432748537,0.019999997520500308,0.44,0.10476190476190476,0.1692307661242604
13,13,S0168874X14001620," Although optimization methods are useful in the preliminary design of cable-stayed bridges for sizing of components and getting optimal bridge configurations, further fine-tuning is invariably conducted in the detailed design thus affecting various sensitive properties such as the deck profile and cable forces. The zero-displacement method that adjusts the initial cable lengths repeatedly to achieve the design deck profile is both computationally intensive and prone to convergence difficulty. Therefore a calibration method is proposed based on a Kriging surrogate model built using the uniform design approach. Apart from establishing the relationship between the bridge deck geometry and the initial cable forces by statistical method, the Kriging model also obviates the need for a large number of repeated finite element analyses. A simple cable-stayed bridge is used to verify the feasibility and accuracy of the proposed method. In real-life cable-stayed bridges with many cables, a staged calibration is implemented so that the Kriging model is used to identify reasonable initial forces in the critical stay cables so that the zero-displacement method or similar can be used for further adjustments. Verification shows that this staged calibration can address not only the deck level tolerance but also the control of cable forces. ","cable-stayed bridges have become more and more popular over the past 50 years because of their desirable structural and aesthetic characteristics. Cable-stayed bridges have opened up a new era of long-span cable-stayed bridges with spans over 1000m, in which suspension bridges have been predominant until recently. Deck profile calibration can be carried out iteratively by systematically updating a set of initial cable forces in each cycle until certain criteria are satisfied by the final set of cable forces. In the extensively used zero",0.2637444279346211,0.6549815498154982,0.3760602811012056,0.1038961038961039,0.04395604395604396,0.061776057597829774,0.25806451612903225,0.13445378151260504,0.17679557560636133
14,14,S0168874X14001711," A three-dimensional meso-mechanical model to study the debonding of FRP-to-concrete is described and then verified in this paper. The influence of the width of the FRP on the load-carrying capacity is investigated to understand the debonding mechanism of failure in such systems. Numerical simulations show that the progressive debonding of FRP plate bonded to concrete occurring beneath the FRP plate can be divided into four stages: elastic-deformation stage, the elastic-softening stage, the elastic-softening-debonded stage and softening-debonded stage. The numerical simulations indicate the development of high stress/strain gradients at the interface as a consequence of the relative slip between the FRP and the concrete. With the increase of the width of FRP plate, the interfacial bond strength and the slope of the initial elastic deformation of the load-global slip of FRP-to-concrete increases, the global slip is lower when increasing FRP width at the same stress level, by contrast, the total ultimate interfacial slip decreases with the increase of FRP plate width, and the interfacial ductility of FRP-to-concrete and the utilization efficiency of FRP plate also reduce. The reinforcement efficiency of the bonding of FRP plate in strips is higher than that of the bonding of FRP plate as a whole. In addition, the bending stress is of significant influence on the maximum principal stress at the loading end and near the plate edge and the debonding of FRP-to-concrete starts in the concrete beneath FRP plate near the edge of FRP plates and loading end. Numerical results on debonding of FRP-concrete visually reproduce the temporal evolution and spatial distribution of microcracking in FRP-to-concrete and reveal the distribution patterns of stress and strain in FRP plate and concrete, which is in good agreement with the existing experimental results in laboratory. Numerical simulations show that the numerical approach in the present study provides a useful tool for enhancing our understanding of debonding failure process and mechanism of FRP-concrete and our ability to predict mechanical performance and reliability of these FRP plate bonded to concrete structures. ",the concrete beam. the concrete beam. a concrete beam. and concrete by single shear test. FRP plate and concrete by single shear test. FRP plate and concrete. FRP plate and concrete... FRP and concrete..    structural members has been studied.  the concrete beam the concrete beam. the concrete beam. the concrete beam and. is investigated... FRP,0.1366120218579235,0.8670520231213873,0.2360355948934091,0.2,0.018656716417910446,0.03412969127188443,0.5,0.058823529411764705,0.10526315601108036
15,15,S0168874X14001735," This paper investigates several field transfer techniques that can be used to remap data between three-dimensional unstructured meshes, either after full remeshing of the computational domain or after mesh regularization resulting from an ALE (Arbitrary Lagrangian or Eulerian) formulation. The transfer is focused on state (or secondary) variables that are piecewise discontinuous and consequently only defined at integration points. The proposed methods are derived from recovery techniques that have initially been developed by Zienkiwicz et al. in the frame of error estimation. Obtaining a higher order interpolation with the recovered fields allows reducing the inescapable diffusion error resulting from the projection on the new mesh. Several variants of the method are investigated: (a) either based on nodal patches or on element patches, (b) by enforcing the balance equation in a weak sense or in a strong sense or not, (c) by using first or second interpolation orders. A special attention is paid to the accuracy of the transfer operators for surface values, which can play a first order role in several mechanical problems. In order to take into account the constraint due to parallel calculations, a new iterative approach is proposed. All methods are evaluated and compared on analytical tests functions, both for the ALE formulation and for full remeshings, before being applied to an actual metal forming problem. In all studied examples, in addition to improved accuracy, higher order convergence rates are observed both for volume and surface values, so providing quite accurate transfer operators for various applications. ","a single Gauss point is used at the center of the element. a single Gauss point is used at the center of the element. a direct P0 operator is used. This method is widely used in literature. However, the current paper will focus on P0 transfer techniques. In this paper, the transfer operator is a direct P0 operator. If the integration point of the old mesh is close enough, then the variable is approximated by its value.. If the integration point is",0.2083839611178614,0.7605321507760532,0.3271349671908651,0.05084745762711865,0.012658227848101266,0.020270267078388013,0.42857142857142855,0.10975609756097561,0.17475727830709778
16,16,S0168874X14001838," Stokes, Darcy and solid mechanics coupling is a matter of interest in many domains of engineering such as soil mechanics, bio-mechanics, and composites. The aim of this paper is to present a robust iterative method to deal with this coupling for low permeability media within the framework of industrial simulation, and especially for composite manufacturing processes. Stokes and Darcy problems are solved using a mixed velocitypressure finite element using a mini-element formulation, and coupled together by the so-called BeaversJosephSaffman conditions through their interface. This fluid formulation is then coupled to a non-linear solid mechanics formulation in finite deformations using Terzaghis law at the pore level, and an explicit dependence of permeability with respect to porosity that is exactly computed from the solid mechanics kinematics. Then, those formulations are validated with test-cases and by the Method of the Manufactured Exact Solution (MMES) (Knupp and Salari, 2003[1]). Finally, a 3D curved transient example of application is presented. ","low permeability porous medium. a finite strain solid mechanics approach. a finite strain solid mechanics approach. a simplified fluidsolid mechanics framework.. Second,....,   . .,..........,. [1415",0.1392523364485981,0.7487437185929648,0.2348315488111081,0.1,0.013245033112582781,0.023391810799904426,0.47058823529411764,0.07476635514018691,0.12903225569849117
17,17,S0168874X14001851," The arc welding process involves thermal cycles that cause the appearance of undesirable residual stresses. The determination of this thermal cycle is the first step to a thermomechanical analysis that allows the numerical calculation of residual stresses. This study describes the formulation of a 2D finite element with through the thickness parabolic temperature distribution, including an element estabilization procedure. The 2D element described in this paper can be used to perform thermal analysis more economically than 3D elements, especially in plates, because the number of degrees of freedom through the thickness will always be three. A numerical model of a tungsten arc welding (GTAW) setup was made based on published experimental results. Size and distribution of the heat source input, thermal properties dependent on temperature, surface heat losses by convection and latent heat during phase change were considered. In parallel the same setup was modeled using ANSYS software with 3D elements (SOLID70) to compare against 2D numerical results. The results obtained by 2D model, 3D model and experimental data showed good agreement. ","a finite element technique was used by Long [5]. The results were compared with experimental data and empirical predictions. The finite element technique was used by Long [6] to investigate residual stresses induced in a MIG welding process of thin plates. The finite element technique was used by Long [7] to investigate residual stresses and welding distortions in a low carbon steel thin plate butt-welded. Zhu and Chao [9] investigated the effect of temperature-dependent material properties on residual stresses, distortions",0.2836079791847354,0.6181474480151229,0.3888237868458977,0.08064516129032258,0.030120481927710843,0.04385964516312748,0.46,0.2,0.2787878745638201
18,18,S0168874X14001863," Meso-level finite element analysis (FEA) is a popular way to study the influences of meso-level structure of concrete (namely the aggregate, the mortar and the Interfacial Transitional Zone (ITZ) structures) on the macro-level properties. However, its been a huge challenge to mesh the ITZ structure in concrete because of the unique layer structure of ITZ, which is 1050m thick and rather small compared to the normal sizes of coarse aggregates. If ITZ were meshed by hexahedral elements or tetrahedral elements which were 1050m in all three dimensions, millions of ITZ elements would be generated and its impossible to perform FEA on such a huge concrete model. In the current meso-level FEA in the literature, ITZ is either represented by zero-thick interface elements or over-thick elements, either of which is far from the real dimension of ITZ, leading to big discrepancies between the numerical results and experimental results. In this paper a method to generate ITZ meshes called aggregate-expansion method (AEM) is proposed to generate wedge elements around 50m thick to represent ITZs layer structure. The total number of generated ITZ meshes is limited and acceptable in meso-level FEA for concrete. A digital concrete specimen is generated from CT images with ITZ meshes generated by AEM and effects of ITZ on the compressive stress/strain/displacement distributions of concrete were studied. The characteristics of stressstrain response of the digital concrete specimen under tension were also studied and compared with experimental data. ","concrete is assumed to be a three-phase composite composed of coarse aggregates, mortar and the Interfacial Transition Zone (ITZ) between them. FEA is a popular and feasible way in studying the effects of mesostructures on the mechanical properties and durability of concrete. a method, named aggregate-expansion method (AEM), to mesh ITZ with acceptable number of elements in three-dimensional FEA for concrete. The proposed method is based on a simple model. is",0.2342342342342342,0.7861771058315334,0.3609330419713579,0.21428571428571427,0.06756756756756757,0.10273972238224821,0.5686274509803921,0.22137404580152673,0.3186813146473856
19,19,S0168874X14001875," Three models were developed to simulate the transfer of prestress force from steel to concrete in pre-tensioned concrete elements. The first is an analytical model based on the thick-walled cylinder theory and considers linear material properties for both steel and concrete. The second is an axi-symmetric finite element (FE) model with linear material properties; it is used to verify the analytical model. The third model is a three dimensional nonlinear FE model. This model considers the post-cracking behaviour of concrete as well as concrete shrinkage and the time of prestress releasing. A new expression from the analytical model is developed to estimate the transmission length as well as the stress distribution along the tendon. The paper also presents a parametric study to illustrate the impact of diameter of prestressing steel, concrete cover, concrete strength, initial prestress, section size, surface roughness of prestressing steel, time of prestress release, and the member length on the transfer of stress in pre-tensioned concrete elements. cross sectional area of concrete cross sectional area of prestressing steel internal radius of cylinder external radius of cylinder the nominal diameter of the prestressing length of small element in longitudinal direction Youngs modulus concrete Youngs modulus prestressing steel Youngs modulus eccentricity, which defines the rate at which the function approaches the asymptote average longitudinal stress in concrete at x concrete compressive strength after 28 days in MPa longitudinal stress in prestressing steel at x bond stress at x effective prestress (beyond transmission zone) initial prestress tensile strength DruckerPrager hyperbolic function of flow potential fracture energy ratio of the second invariant on the tensile meridian to that on compressive meridian transmission length number of mesh segments around the tendon radial pressure applied internal pressure in the radial direction applied external pressure in the radial direction hydrostatic pressure von Mises equivalent stress deformed nominal radius of the prestressing strands or bars nominal radius of prestressing steel bar internal radius of concrete cylinder which equals radius of steel bar after prestressing external radius of concrete cylinder age in days degree of temperature radial deformation at a radius equal r radial deformation of pre-stressing bar at the outer perimeter radial deformation of concrete cylinder at the inner perimeter position along the transmission length coefficient of thermal expansion change in temperature shrinkage strain Poissons ratio Poissons ratio of concrete Poissons ratio of steel initial equibiaxial compressive yield stress uni-axial compressive yield stress maximum principal effective stress uni-axial tensile stress at failure applied stress in the longitudinal direction tangential stress coefficient of friction angle of dilation ",the transmission length. Sections 1 and 2 give a brief background about the previous modelling work and the transfer of prestress force in pre-tensioned concrete elements. Section 7 presents a parametric study. Section 8 presents a summary and conclusions. Section 9 presents a parametric study. Section 9 presents a parametric study. Section 9 presents a parametric study. Section 10 presents a parametric study. Section 11 presents a parametric study. Section 11 presents a parametric study. Section 11 presents ,0.1469080970276733,0.8365758754863813,0.2499283212890955,0.29545454545454547,0.03880597014925373,0.0686015810611177,0.47058823529411764,0.09090909090909091,0.1523809496671202
20,20,S0168874X14001887," The entire glass sheet forming process consists of heating and forming a glass sheet and cooling and tempering it afterwards. For the first step, the glass sheet is heated using a local radiative source and deforms by sagging. In the thermo-mechanical calculations, temperature dependent glass viscosity, heat exchange with the ambient air and radiative source effects should be considered. A two-dimensional finite element model with plane deformation assumptions is developed. Using the P1-Approximation, the formulation and numerical resolution of the Radiative Transfer Equation (RTE) are performed on the glass domain as it changes over time to estimate the flux of the radiative body at each position in the glass. In the next step, the sheet is cooled. Narayanaswamys model is used to describe the temperature dependent stress relaxation and the structural relaxation. The RTE is again solved using the P1-Approximation to consider the internal radiative effects during the cooling. There is a discussion using the P1-Approximation and comparing the results to other existing methods for the temperature changes of the glass throughout the forming process, for the deformed shape at the end of the forming step and for the residual stresses after tempering. ","forming. forming. forming. radiation effects are often ignored........ A more complex solution involves using the active thermal conductivity method (such as the active thermal conductivity method [11,12]), which is temperature dependent. A more complex solution involves using the active thermal conductivity method (such as the active thermal conductivity method [12,13]), which is also temperature dependent. For example, the active thermal conductivity method ( and",0.244865718799368,0.6609808102345416,0.357349663720889,0.05714285714285714,0.011494252873563218,0.01913875319246395,0.4,0.10909090909090909,0.17142856806122453
